Dateadded,Malware,Host,IP address,Level,Status,Files Online,SBL,Country,AS number,Uptime
2015-08-20,ZeuS,94.102.53.138,94.102.53.138,4,unknown,0,Not listed,-,AS29073,-
2015-08-19,KINS,66.221.17.61,66.221.17.61,4,unknown,0,Not listed,-,AS54489,-
2015-08-19,ZeuS,sawsa.co.za,154.0.168.65,2,online,0,Not listed,-,AS16637,644:53:19
2015-08-19,KINS,104.237.194.158,104.237.194.158,4,unknown,0,Not listed,-,AS20278,-
2015-08-19,Citadel,buroodin.com,95.213.172.18,2,online,0,Not listed,-,AS49505,652:34:27
2015-08-18,KINS,modstil.com.tr,217.195.198.18,2,online,0,Not listed,-,AS42910,674:51:25
2015-08-17,KINS,www.alanmcginnis.com,143.95.42.47,2,online,0,Not listed,-,AS30496,696:22:22
2015-08-16,Citadel,hukukiyardimburosu.org,5.250.245.86,2,online,0,Not listed,-,AS42910,722:50:05
2015-08-15,KINS,outletscolombia.com.co,160.153.61.64,2,online,0,Not listed,-,AS26496,747:28:51
2015-08-14,KINS,radiodirectoalcorazon.com,95.211.75.240,2,online,0,Not listed,-,AS60781,765:46:18
2015-08-14,KINS,tech-dan.xyz,,4,offline,0,Not listed,-, ,15:58:41
2015-08-13,KINS,64.182.12.64,64.182.12.64,4,unknown,0,Not listed,-,AS54489,-
2015-08-13,KINS,64.182.215.73,64.182.215.73,4,unknown,0,Not listed,-,AS54489,-
2015-08-13,KINS,93.170.123.151,93.170.123.151,4,unknown,0,SBL265547,-,AS29182,-
2015-08-13,Citadel,104.237.194.102,104.237.194.102,4,unknown,0,Not listed,-,AS20278,-
2015-08-12,KINS,64.182.20.64,64.182.20.64,4,unknown,0,Not listed,-,AS54489,-
2015-08-11,KINS,mypic.hopto.org,104.143.21.123,4,online,0,Not listed,-,AS54334,838:58:40
2015-08-11,KINS,63.249.133.74,63.249.133.74,4,unknown,0,Not listed,-,AS54489,-
2015-08-11,KINS,64.182.17.64,64.182.17.64,4,unknown,0,Not listed,-,AS54489,-
2015-08-11,KINS,64.182.1.64,64.182.1.64,4,unknown,0,Not listed,-,AS54489,-
2015-08-11,KINS,63.249.146.74,63.249.146.74,4,unknown,0,Not listed,-,AS54489,-
2015-08-11,KINS,64.182.0.64,64.182.0.64,4,unknown,0,Not listed,-,AS54489,-
2015-08-11,KINS,sluhmed.ru,46.254.22.31,2,online,0,Not listed,-,AS48172,838:59:59
2015-08-11,KINS,63.249.138.74,63.249.138.74,4,unknown,0,Not listed,-,AS54489,-
2015-08-11,KINS,lgbhsociety.org,192.186.243.4,2,online,0,Not listed,-,AS26496,838:59:59
2015-08-11,KINS,64.182.215.70,64.182.215.70,4,unknown,0,Not listed,-,AS54489,-
2015-08-10,KINS,63.249.148.74,63.249.148.74,4,unknown,0,Not listed,-,AS54489,-
2015-08-10,KINS,cooldomainname.ws,64.70.19.202,4,online,0,Not listed,-,AS3561,838:59:59
2015-08-10,KINS,6pjddrtt7.com,207.210.229.69,4,online,2,SBL266551,-,AS36024,838:59:59
2015-08-10,KINS,64.182.10.64,64.182.10.64,4,unknown,0,Not listed,-,AS54489,-
2015-08-10,KINS,eresimgbo.com,,4,offline,0,Not listed,-, ,277:28:39
2015-08-10,KINS,64.182.16.64,64.182.16.64,4,unknown,0,Not listed,-,AS54489,-
2015-08-10,KINS,rhal55.com,176.9.237.86,2,online,0,Not listed,-,AS24940,838:59:59
2015-08-10,KINS,mucholove.cl,190.196.128.195,2,online,0,Not listed,-,AS14259,838:59:59
2015-08-10,KINS,63.249.131.74,63.249.131.74,4,unknown,0,Not listed,-,AS54489,-
2015-08-06,ZeuS,fx35.pp.ru,,3,offline,0,Not listed,-, ,723:36:22
2015-08-05,ZeuS,63.249.143.74,63.249.143.74,4,unknown,0,Not listed,-,AS54489,-
2015-08-05,Citadel,www.changeexchange.ru,195.242.161.117,1,online,2,Not listed,-,AS47434,838:59:59
2015-08-05,KINS,mcmusinagem.com.br,186.202.127.215,2,online,0,Not listed,-,AS27715,838:59:59
2015-08-04,KINS,selectpack.nl,95.211.20.11,2,online,0,Not listed,-,AS60781,838:59:59
2015-08-04,KINS,185.39.150.128,185.39.150.128,4,unknown,0,SBL264437,-,AS199959,-
2015-08-04,KINS,atargs.com.br,186.202.127.86,2,online,0,Not listed,-,AS27715,838:59:59
2015-08-03,KINS,94.102.51.155,94.102.51.155,4,unknown,0,Not listed,-,AS29073,-
2015-08-02,KINS,chezhiyasweheropasl.su,,4,offline,0,Not listed,-, ,00:00:00
2015-08-02,KINS,lasnetlk.co.uk,,4,offline,0,Not listed,-, ,239:23:19
2015-07-31,KINS,vassabgg.pw,,4,offline,0,Not listed,-, ,02:00:43
2015-07-29,KINS,childrentrainingcentre.com,,2,offline,0,Not listed,-, ,24:45:15
2015-07-28,KINS,stabil.co.th,,2,offline,0,Not listed,-, ,838:59:59
2015-07-27,KINS,arvision.com.co,87.98.146.77,2,online,0,Not listed,-,AS16276,838:59:59
2015-07-26,Citadel,wordsbyjo.com,184.170.149.34,2,online,0,Not listed,-,AS11051,838:59:59
2015-07-26,KINS,63.249.142.74,63.249.142.74,4,unknown,0,Not listed,-,AS54489,-
2015-07-24,KINS,techmaha.pw,,4,offline,0,Not listed,-, ,56:10:44
2015-07-24,KINS,64.182.13.64,64.182.13.64,4,unknown,0,Not listed,-,AS54489,-
2015-07-24,KINS,www.rea.co.ke,194.201.253.2,2,online,0,SBL262976,-,AS25568,838:59:59
2015-07-24,ZeuS,153.92.126.100,153.92.126.100,4,unknown,0,Not listed,-,AS42708,-
2015-07-24,KINS,trendz365.com,216.194.173.124,2,online,0,Not listed,-,AS22611,838:59:59
2015-07-23,KINS,www.mellovesjustin.com,,2,offline,0,Not listed,-, ,791:06:01
2015-07-23,ZeuS,worldof.travel,184.170.149.45,2,online,0,Not listed,-,AS11051,838:59:59
2015-07-23,KINS,bwatcher.com,,2,offline,0,Not listed,-, ,838:59:59
2015-07-22,KINS,firstmethodistslc.org,23.229.160.3,2,online,0,Not listed,-,AS26496,838:59:59
2015-07-22,KINS,63.249.141.74,63.249.141.74,4,unknown,0,Not listed,-,AS54489,-
2015-07-22,KINS,newversionpdun.in.net,,4,offline,0,Not listed,-, ,03:19:41
2015-07-22,KINS,reinofm.org,95.211.75.240,2,online,0,Not listed,-,AS60781,838:59:59
2015-07-21,KINS,houseofsnobs.com,195.211.59.208,2,online,0,Not listed,-,AS35579,838:59:59
2015-07-17,KINS,185.5.249.30,185.5.249.30,4,unknown,0,SBL262242,-,AS48666,-
2015-07-17,KINS,motrev.se,81.93.152.121,2,online,0,Not listed,-,AS29468,838:59:59
2015-07-16,KINS,almazdental.ru,,2,offline,0,Not listed,-, ,567:40:11
2015-07-16,ZeuS,capitallfundsinvestment.com,5.1.82.41,2,online,0,Not listed,-,AS34549,838:59:59
2015-07-16,ZeuS,31.220.15.147,31.220.15.147,4,unknown,0,Not listed,-,AS42708,-
2015-07-15,ZeuS,blazerworld.net,,2,offline,0,Not listed,-, ,45:22:50
2015-07-15,KINS,nederveencosmetics.nl,195.211.59.218,2,online,0,Not listed,-,AS35579,838:59:59
2015-07-14,Citadel,genmjob3.ru,194.28.133.37,1,online,0,Not listed,-,AS47434,838:59:59
2015-07-14,KINS,davewalshphoto.com,78.153.217.216,2,online,0,Not listed,-,AS39122,838:59:59
2015-07-14,KINS,185.106.120.171,185.106.120.171,4,unknown,0,Not listed,-,AS60117,-
2015-07-14,KINS,92.222.169.212,92.222.169.212,4,unknown,0,Not listed,-,AS16276,-
2015-07-14,KINS,198.50.148.77,198.50.148.77,4,unknown,0,Not listed,-,AS16276,-
2015-07-14,Citadel,gappconsultores.com,95.211.75.240,2,online,0,Not listed,-,AS60781,838:59:59
2015-07-14,Citadel,mygoodness.in.ua,,4,offline,0,Not listed,-, ,59:25:43
2015-07-13,KINS,185.106.120.139,185.106.120.139,4,unknown,0,Not listed,-,AS60117,-
2015-07-13,Citadel,gjiayimeiya.com,67.23.226.129,4,online,0,Not listed,-,AS33182,838:59:59
2015-07-13,KINS,ieahg.edu.co,,2,offline,0,Not listed,-, ,838:59:59
2015-07-13,KINS,libraries.jeraitt.com,,2,offline,0,Not listed,-, ,11:44:59
2015-07-11,Citadel,ideasengrupo.mx,63.142.248.167,2,online,0,Not listed,-,AS54540,838:59:59
2015-07-11,KINS,www.rayesboiler.com,68.178.254.203,2,online,0,Not listed,-,AS26496,838:59:59
2015-07-11,KINS,sampleproduct.info,,4,offline,0,Not listed,-, ,688:56:34
2015-07-10,KINS,aamlng.com,198.57.165.44,2,online,0,Not listed,-,AS46606,838:59:59
2015-07-09,Citadel,brosa.co.za,196.41.123.66,2,online,0,Not listed,-,AS36874,838:59:59
2015-07-09,KINS,c2si.com.ar,69.162.83.35,2,online,0,Not listed,-,AS46475,838:59:59
2015-07-09,KINS,alwifaq.ly,174.123.170.178,2,online,0,Not listed,-,AS21844,838:59:59
2015-07-09,KINS,ecobags.co.za,196.41.123.66,2,online,0,Not listed,-,AS36874,838:59:59
2015-07-08,Citadel,lucoilosa2.ru,,4,offline,0,Not listed,-, ,16:54:55
2015-07-08,Citadel,lucoilosa.ru,194.28.133.37,1,online,0,Not listed,-,AS47434,838:59:59
2015-07-07,KINS,labfama.com.br,67.225.196.200,2,online,0,Not listed,-,AS32244,838:59:59
2015-07-07,KINS,www.hirender.com,50.62.82.236,2,online,0,Not listed,-,AS26496,838:59:59
2015-07-07,ZeuS,emaillifecoaching.com.au,101.0.89.3,4,online,2,SBL261278,-,AS55803,838:59:59
2015-07-07,KINS,finsolutions.top,217.174.148.86,4,online,0,Not listed,-,AS13147,838:59:59
2015-07-07,KINS,urchilaa.com,107.190.142.218,4,online,0,Not listed,-,AS33182,838:59:59
2015-07-06,Citadel,langies65.org.za,196.41.123.193,2,online,0,Not listed,-,AS36874,838:59:59
2015-07-06,KINS,mymytonnymaxltd.org,172.245.4.38,4,online,0,Not listed,-,AS36352,838:59:59
2015-07-06,KINS,taejus.com,192.186.221.32,2,online,0,Not listed,-,AS26496,838:59:59
2015-07-06,KINS,lamarconsultancy.com,50.63.202.50,2,online,0,Not listed,-,AS26496,838:59:59
2015-07-06,KINS,cosmosdady.su,,4,offline,0,Not listed,-, ,21:47:00
2015-07-06,ZeuS,31.220.43.72,31.220.43.72,4,unknown,0,Not listed,-,AS42708,-
2015-07-06,KINS,buycialis-onlinee.com,,4,offline,0,Not listed,-, ,54:02:50
2015-07-06,KINS,www.outletscolombia.com.co,160.153.61.64,2,online,0,Not listed,-,AS26496,838:59:59
2015-07-06,KINS,chileindependiente.cl,190.54.62.73,2,online,0,Not listed,-,AS6429,838:59:59
2015-07-06,KINS,tristartv.co.za,196.41.123.237,2,online,0,SBL265970,-,AS36874,838:59:59
2015-07-02,ZeuS,hydrive.axfree.com,,4,offline,0,Not listed,-, ,94:52:06
2015-06-30,Citadel,adwords-shoping.ru,,4,offline,0,Not listed,-, ,549:15:13
2015-06-29,Citadel,jomo.in.ua,91.203.144.4,4,online,0,Not listed,-,AS45045,838:59:59
2015-06-29,KINS,emailsclient.com,,4,offline,0,Not listed,-, ,838:59:59
2015-06-28,ZeuS,pharmaspan.com,109.199.98.63,2,online,0,SBL260553,-,AS32475,838:59:59
2015-06-27,KINS,bonror.com,196.41.123.237,2,online,0,SBL265970,-,AS36874,838:59:59
2015-06-27,KINS,vz81757.eurodir.ru,,4,offline,0,Not listed,-, ,838:59:59
2015-06-25,Citadel,somethinfresh.ru,,1,offline,0,Not listed,-, ,359:20:04
2015-06-24,KINS,alchemistrywork.com,209.200.232.14,2,online,0,SBL265949,-,AS15244,838:59:59
2015-06-22,KINS,hoteltqm.com,162.144.64.97,2,online,2,SBL269500,-,AS46606,838:59:59
2015-06-21,KINS,www.festiyadeneryn.ru,,4,offline,0,Not listed,-, ,28:41:04
2015-06-20,KINS,jpgewe.org,194.201.253.5,2,online,0,SBL261184,-,AS25568,838:59:59
2015-06-18,Citadel,motoresin.com,131.72.137.174,2,online,0,SBL268236,-,AS60117,838:59:59
2015-06-18,KINS,juyteche.tk,,4,offline,0,Not listed,-, ,838:59:59
2015-06-18,KINS,auxsystem.ru,,4,offline,0,Not listed,-, ,00:53:47
2015-06-17,KINS,bright.su,,4,offline,0,Not listed,-, ,783:11:17
2015-06-17,KINS,bitters.su,,4,offline,0,Not listed,-, ,206:29:43
2015-06-17,Citadel,belorus.tk,,4,offline,0,Not listed,-, ,555:55:31
2015-06-08,ZeuS,www.warpservice.ro,46.102.249.184,2,online,0,SBL258864,-,AS35818,838:59:59
2015-06-08,ZeuS,nnagazin.ru,,4,offline,0,Not listed,-, ,03:15:04
2015-06-07,KINS,techmag.space,,4,offline,0,Not listed,-, ,22:02:34
2015-06-07,ZeuS,catsmith.co.uk,83.223.104.6,2,online,0,SBL258776,-,AS29017,838:59:59
2015-06-03,KINS,depolakoeasre.pw,,4,offline,0,Not listed,-, ,25:33:04
2015-06-03,KINS,bolerakopsoa.pw,,4,offline,0,Not listed,-, ,25:33:25
2015-06-03,ZeuS,210.4.76.221,210.4.76.221,4,unknown,0,SBL258446,-,AS24122,-
2015-06-02,ZeuS,systemscfg.olympe.in,FastFlux Botnet,5,online,0,Not listed,-, ,838:59:59
2015-05-31,ZeuS,188.241.140.224,188.241.140.224,4,unknown,0,SBL258148,-, ,-
2015-05-30,ZeuS,193.189.117.56,193.189.117.56,4,unknown,0,SBL258334,-,AS197226,-
2015-05-23,KINS,ahmedashid.com,,4,offline,0,Not listed,-, ,69:49:01
2015-05-19,KINS,esiatradinginc.biz,,4,offline,0,Not listed,-, ,838:59:59
2015-05-18,KINS,xclones.in.net,,4,offline,0,Not listed,-, ,09:58:44
2015-05-17,KINS,techemeka.work,,4,offline,0,Not listed,-, ,03:12:48
2015-05-17,Citadel,webhostingmanagment3.ru,,4,offline,0,Not listed,-, ,57:33:53
2015-05-16,Citadel,87.247.179.190,87.247.179.190,4,unknown,0,SBL241098,-,AS30902,-
2015-05-16,ZeuS,188.241.140.222,188.241.140.222,4,unknown,0,SBL256957,-, ,-
2015-05-15,Citadel,ablackjob.ru,,4,offline,0,Not listed,-, ,105:09:19
2015-05-14,Citadel,genmjob.ru,,4,offline,0,Not listed,-, ,123:18:04
2015-05-14,ZeuS,188.241.140.212,188.241.140.212,4,unknown,0,SBL255329,-, ,-
2015-05-13,Citadel,buseneujob2.ru,,4,offline,0,Not listed,-, ,148:16:37
2015-05-13,Citadel,webhostingmanagment.ru,,4,offline,0,Not listed,-, ,21:58:23
2015-05-09,KINS,richus.ru,185.20.227.69,4,online,0,Not listed,-,AS197695,838:59:59
2015-05-09,Citadel,krestenbv.nl,,4,offline,0,Not listed,-, ,573:15:48
2015-05-09,ZeuS,103.19.89.118,103.19.89.118,4,unknown,0,SBL255896,-,AS132717,-
2015-05-09,ZeuS,193.146.210.69,193.146.210.69,4,unknown,0,SBL255898,-,AS766,-
2015-05-08,ZeuS,157.7.170.62,157.7.170.62,4,unknown,0,SBL255806,-,AS7506,-
2015-05-06,KINS,aljazeera.kz,,4,offline,0,Not listed,-, ,183:53:47
2015-05-01,KINS,turkeyhotelnoslafas.su,,4,offline,0,Not listed,-, ,88:24:01
2015-05-01,KINS,jump1ng.net,,4,offline,0,Not listed,-, ,88:57:29
2015-04-30,Citadel,emekonline.tk,195.20.43.189,4,online,0,Not listed,-,AS31624,838:59:59
2015-04-29,Citadel,zetes.vdsinside.com,,4,offline,0,Not listed,-, ,838:59:59
2015-04-29,ZeuS,202.144.144.195,202.144.144.195,4,unknown,0,SBL254880,-,AS17660,-
2015-04-29,ZeuS,83.212.117.233,83.212.117.233,4,unknown,0,SBL254879,-,AS5408,-
2015-04-25,KINS,livinglounges.su,,4,offline,0,Not listed,-, ,209:32:03
2015-04-24,Citadel,www.riverwalktrader.co.za,197.189.252.226,4,online,0,Not listed,-,AS37153,838:59:59
2015-04-24,ZeuS,bytes.darktech.org,,4,offline,0,Not listed,-, ,52:17:56
2015-04-20,KINS,extremesports.kz,,4,offline,0,Not listed,-, ,14:31:14
2015-04-17,KINS,rich11ds2015sqr.ru,,4,offline,0,Not listed,-, ,10:28:52
2015-04-17,ZeuS,coldcreekauction.com,76.163.114.169,2,online,0,SBL253816,-,AS32392,838:59:59
2015-04-16,ZeuS,124.110.195.160,124.110.195.160,4,unknown,0,SBL253778,-,AS2519,-
2015-04-16,KINS,tennomewerto.ru,,4,offline,0,Not listed,-, ,23:31:33
2015-04-13,ZeuS,codedtunes.zapto.org,178.216.52.178,4,online,2,SBL253899,-,AS57858,838:59:59
2015-04-12,ZeuS,fx45.pp.ru,,4,offline,0,Not listed,-, ,65:20:52
2015-04-12,KINS,regame.su,194.58.92.172,4,online,0,Not listed,-,AS39134,838:59:59
2015-04-09,KINS,angryshippflyforok.su,,4,offline,0,Not listed,-, ,02:52:54
2015-04-09,ZeuS,177.4.23.159,177.4.23.159,4,unknown,1,SBL252974,-,AS8167,-
2015-04-09,ZeuS,213.183.56.186,213.183.56.186,4,unknown,0,SBL253239,-,AS39792,-
2015-04-08,Citadel,transpert-online.ru,,4,offline,0,Not listed,-, ,02:03:45
2015-04-08,KINS,0if1nl6.org,,4,offline,0,Not listed,-, ,00:40:17
2015-04-06,Citadel,2015letsdoit.in,,4,offline,0,Not listed,-, ,04:22:31
2015-04-05,Citadel,ns513726.ip-192-99-148.net,192.99.148.26,4,online,0,Not listed,-,AS16276,838:59:59
2015-04-04,ZeuS,buja.org.il,5.100.250.103,2,online,0,SBL253944,-,AS12400,838:59:59
2015-04-04,ZeuS,nanoageco.ir,87.247.179.190,2,online,0,SBL241098,-,AS30902,838:59:59
2015-04-03,KINS,mashroomskro.eu,,4,offline,0,Not listed,-, ,01:25:26
2015-03-29,Citadel,teeth.co.jp,115.146.59.207,2,online,0,SBL251755,-,AS9597,838:59:59
2015-03-28,ZeuS,zabava-bel.ru,109.237.111.221,1,online,0,SBL267525,-,AS57494,838:59:59
2015-03-25,ZeuS,nancycemt1225.ddns.net,,4,offline,0,Not listed,-, ,08:56:51
2015-03-25,ZeuS,60.241.184.209,60.241.184.209,4,unknown,0,SBL251199,-,AS7545,-
2015-03-24,KINS,nonstopeddanceraz.su,,4,offline,0,Not listed,-, ,01:09:05
2015-03-24,KINS,bibrath.eu,,4,offline,0,Not listed,-, ,47:59:45
2015-03-24,ZeuS,91.236.75.11,91.236.75.11,4,unknown,0,SBL176147,-,AS198540,-
2015-03-22,ZeuS,techdatti.ru,,4,offline,0,Not listed,-, ,17:19:22
2015-03-21,ZeuS,vuanongsan.vn,112.78.2.241,2,online,0,SBL250796,-,AS45538,838:59:59
2015-03-21,ZeuS,nitromethane.ru,81.177.141.162,2,online,0,SBL250794,-,AS8342,838:59:59
2015-03-21,ZeuS,farm-fast.ru,FastFlux Botnet,5,online,0,Not listed,-, ,838:59:59
2015-03-17,ZeuS,jacoblanderville.myjino.ru,,3,offline,0,Not listed,-, ,838:59:59
2015-03-16,KINS,195.238.181.21,195.238.181.21,4,unknown,0,SBL250157,-, ,-
2015-03-16,ZeuS,113.29.230.24,113.29.230.24,4,unknown,0,SBL250126,-,AS38001,-
2015-03-15,KINS,195.238.181.30,195.238.181.30,4,unknown,0,SBL250057,-, ,-
2015-03-14,ZeuS,finalcrashtest.co.nz,,4,offline,0,Not listed,-, ,44:20:03
2015-03-14,ZeuS,lifestyles3d.ru,,4,offline,0,Not listed,-, ,44:16:42
2015-03-11,Citadel,netcafeii.in,,4,offline,0,Not listed,-, ,838:59:59
2015-03-09,KINS,pedropedreiromoxik.su,,4,offline,0,Not listed,-, ,44:54:55
2015-03-08,KINS,wvin.su,,4,offline,0,Not listed,-, ,72:15:38
2015-03-06,ZeuS,0x.x.gg,144.76.162.245,4,online,0,Not listed,-,AS24940,838:59:59
2015-03-06,ZeuS,lebedev30.ru,,4,offline,0,Not listed,-, ,838:59:59
2015-03-06,ZeuS,poolkingsthailand.com,,4,offline,0,Not listed,-, ,838:59:59
2015-03-05,KINS,upperlowstream.ru,,4,offline,0,Not listed,-, ,25:38:00
2015-03-05,KINS,smartfoodsglutenfree.kz,,4,offline,0,Not listed,-, ,495:48:57
2015-03-04,KINS,bowercloud.ru,,4,offline,0,Not listed,-, ,13:35:52
2015-03-04,KINS,eliteblocksy.ru,,4,offline,0,Not listed,-, ,15:22:21
2015-03-02,Citadel,unique-chemical.com,,4,offline,0,Not listed,-, ,838:59:59
2015-03-02,ZeuS,www.teleeye.com.ph,96.31.35.51,2,online,0,SBL248699,-,AS14415,838:59:59
2015-03-01,KINS,arrinmortoes.ru,,4,offline,0,Not listed,-, ,37:05:07
2015-02-23,KINS,195.238.181.20,195.238.181.20,4,unknown,0,SBL248151,-, ,-
2015-02-23,KINS,newtreechess.ru,,4,offline,0,Not listed,-, ,24:06:32
2015-02-21,ZeuS,platinet-pl.com,,4,offline,0,Not listed,-, ,250:51:20
2015-02-21,KINS,ashoesheestono.eu,,4,offline,0,Not listed,-, ,97:05:24
2015-02-20,KINS,highhedhicom.ru,,4,offline,0,Not listed,-, ,26:23:39
2015-02-19,ZeuS,kadastr89.ru,193.36.35.110,2,online,0,SBL247883,-,AS48933,838:59:59
2015-02-19,ZeuS,u0003321.cp.regruhosting.ru,37.140.192.169,3,online,0,Not listed,-,AS39134,838:59:59
2015-02-17,KINS,beatyhousesupporte.su,,4,offline,0,Not listed,-, ,17:42:13
2015-02-17,ZeuS,www.me404.net,,4,offline,0,Not listed,-, ,838:59:59
2015-02-16,Citadel,powerturk.rocks,,4,offline,0,Not listed,-, ,541:53:38
2015-02-16,KINS,upfinanceshield.ru,,4,offline,0,Not listed,-, ,24:09:45
2015-02-15,ZeuS,brothersmt2.tk,,4,offline,0,Not listed,-, ,838:59:59
2015-02-14,ZeuS,tronuprising.heliohost.org,216.218.192.170,3,online,0,Not listed,-,AS6939,838:59:59
2015-02-10,KINS,suferoomsky.ru,,4,offline,0,Not listed,-, ,24:04:58
2015-02-09,ZeuS,love2waits.com,,4,offline,0,Not listed,-, ,273:47:25
2015-02-07,ZeuS,back1337.info,,4,offline,0,Not listed,-, ,152:43:12
2015-02-06,Citadel,www.intl-anniv.org,157.7.129.111,2,online,0,SBL246900,-,AS7506,838:59:59
2015-02-06,KINS,growuptrades.ru,,4,offline,0,Not listed,-, ,175:48:16
2015-02-05,ZeuS,bmw.et.ntust.edu.tw,140.118.122.129,2,online,0,SBL246807,-,AS1659,838:59:59
2015-02-05,ZeuS,fenimur.ru,,4,offline,0,Not listed,-, ,07:52:46
2015-02-05,Citadel,geopryce.ru,,4,offline,0,Not listed,-, ,838:59:59
2015-02-02,Citadel,shadowraze.pw,,4,offline,0,Not listed,-, ,59:39:57
2015-02-02,KINS,domefocrisis.ru,,4,offline,0,Not listed,-, ,264:57:50
2015-02-02,Citadel,hui-ain-apparel.tk,195.20.42.1,4,online,0,Not listed,-,AS31624,838:59:59
2015-02-01,ZeuS,islenpiding.hotmail.ru,FastFlux Botnet,5,online,0,Not listed,-, ,838:59:59
2015-02-01,ZeuS,natlalirans.hotmail.ru,FastFlux Botnet,5,online,0,Not listed,-, ,838:59:59
2015-02-01,ZeuS,dileconme.hotmail.ru,FastFlux Botnet,5,online,0,Not listed,-, ,838:59:59
2015-02-01,ZeuS,pharirgatic.hotmail.ru,FastFlux Botnet,5,online,0,Not listed,-, ,838:59:59
2015-02-01,ZeuS,imamnhearte.hotmail.ru,FastFlux Botnet,5,online,0,Not listed,-, ,838:59:59
2015-02-01,ZeuS,naaninggeschcho.hotmail.ru,FastFlux Botnet,5,online,0,Not listed,-, ,838:59:59
2015-02-01,ZeuS,rarabarnfi.hotmail.ru,FastFlux Botnet,5,online,0,Not listed,-, ,838:59:59
2015-02-01,ZeuS,gyodundena.hotmail.ru,FastFlux Botnet,5,online,0,Not listed,-, ,838:59:59
2015-01-31,ZeuS,micheal766.info,,4,offline,0,Not listed,-, ,838:59:59
2015-01-31,Citadel,speroni.pw,,4,offline,0,Not listed,-, ,318:29:03
2015-01-30,KINS,195.238.181.16,195.238.181.16,4,unknown,0,SBL246278,-, ,-
2015-01-28,ZeuS,202.67.13.107,202.67.13.107,4,unknown,0,SBL246057,-,AS24195,-
2015-01-28,ZeuS,congtynguyenbinh.com.vn,125.253.122.98,2,online,0,SBL246031,-,AS45538,838:59:59
2015-01-26,Citadel,directivemotions.ru,,4,offline,0,Not listed,-, ,04:31:32
2015-01-24,Citadel,www.02level.tk,,4,offline,0,Not listed,-, ,838:59:59
2015-01-24,Citadel,www.coco-bomgo.ru,,4,offline,0,Not listed,-, ,838:59:59
2015-01-23,ZeuS,junniper.mcdir.ru,,3,offline,0,Not listed,-, ,838:59:59
2015-01-23,ZeuS,cupomkinghost.com.br,FastFlux Botnet,5,online,0,Not listed,-, ,838:59:59
2015-01-19,KINS,signalforce.ru,,4,offline,0,Not listed,-, ,50:51:41
2015-01-19,Citadel,wasabi.mine.nu,,4,offline,0,Not listed,-, ,838:59:59
2015-01-19,KINS,lertoworldline.ru,,4,offline,0,Not listed,-, ,608:14:56
2015-01-17,KINS,deolegistronf.com,,4,offline,0,Not listed,-, ,838:59:59
2015-01-16,KINS,sureioratte.ru,,4,offline,0,Not listed,-, ,677:07:41
2015-01-16,KINS,rawsysteme.ru,,4,offline,0,Not listed,-, ,24:30:13
2015-01-16,ZeuS,aquantspool.com,64.74.223.48,4,online,0,Not listed,-,AS12182,838:59:59
2015-01-16,KINS,rvezneommir.ru,,4,offline,0,Not listed,-, ,24:20:27
2015-01-15,Citadel,www.wecontrol-com.tk,,4,offline,0,Not listed,-, ,838:59:59
2015-01-15,KINS,dentesmitec.ru,,4,offline,0,Not listed,-, ,24:02:55
2015-01-15,ZeuS,iltempo.com.au,111.67.16.254,2,online,0,SBL244845,-,AS45454,838:59:59
2015-01-15,KINS,sus.nieuwmoer.info,185.25.119.84,4,online,0,Not listed,-,AS200000,838:59:59
2015-01-15,ZeuS,tesab.org.uk,209.200.232.14,4,online,0,SBL265949,-,AS15244,838:59:59
2015-01-14,ZeuS,simplusx.website,,4,offline,0,Not listed,-, ,17:44:44
2015-01-13,Citadel,93.171.205.12,93.171.205.12,4,unknown,0,SBL248825,-,AS61214,-
2015-01-13,Citadel,land-create.com,210.172.183.41,2,online,0,SBL245972,-,AS7506,838:59:59
2015-01-09,ZeuS,secure.lynxbowlingservices.com,,4,offline,0,Not listed,-, ,838:59:59
2015-01-09,ZeuS,holydoome.co.uk,,4,offline,0,Not listed,-, ,04:05:31
2015-01-09,KINS,certomenom.ru,,4,offline,0,Not listed,-, ,24:20:01
2015-01-08,ZeuS,platinum-casino.ru,,4,offline,0,Not listed,-, ,104:27:24
2015-01-08,ZeuS,links.heliohost.org,,3,offline,0,Not listed,-, ,838:59:59
2015-01-06,ZeuS,mystartap.com,200.74.241.109,4,online,0,Not listed,-,AS27956,838:59:59
2015-01-05,KINS,evennoterom.ru,,4,offline,0,Not listed,-, ,838:59:59
2015-01-04,ZeuS,cynthialemos1225.ddns.net,,4,offline,0,Not listed,-, ,838:59:59
2015-01-03,ZeuS,justinherald.com,FastFlux Botnet,5,online,0,Not listed,-, ,838:59:59
2014-12-30,ZeuS,ya-aaaa123123.myjino.ru,,3,offline,0,Not listed,-, ,838:59:59
2014-12-29,Citadel,76tguy6hh6tgftrt7tg.su,,4,offline,0,Not listed,-, ,06:27:44
2014-12-27,ZeuS,zhyravlik.ru,FastFlux Botnet,5,online,0,Not listed,-, ,838:59:59
2014-12-26,ZeuS,www.bilbobaggins.comxa.com,31.170.160.209,3,online,0,SBL261767,-,AS47583,838:59:59
2014-12-25,ZeuS,sandokan66.no-ip.info,,4,offline,0,Not listed,-, ,838:59:59
