Dateadded,Malware,Host,IP address,Level,Status,Files Online,SBL,Country,AS number,Uptime
2014-12-24,ZeuS,www.todobingo.info,93.93.117.20,2,online,0,SBL243374,-,AS20718,838:59:59
2014-12-21,ZeuS,www.mauritaniecoeur.org,FastFlux Botnet,5,online,0,Not listed,-, ,838:59:59
2014-12-20,ZeuS,escuelanet.com,201.159.17.91,2,online,0,SBL243100,-,AS262913,838:59:59
2014-12-20,Citadel,46.151.52.61,46.151.52.61,4,unknown,0,SBL243307,-,AS20485,-
2014-12-20,Citadel,46.151.52.191,46.151.52.191,4,unknown,0,SBL243307,-,AS20485,-
2014-12-19,Citadel,46.151.52.48,46.151.52.48,4,unknown,0,SBL243307,-,AS20485,-
2014-12-19,ZeuS,axpoium.echange.su,,4,offline,0,Not listed,-, ,838:59:59
2014-12-13,ZeuS,87.237.198.245,87.237.198.245,4,unknown,0,SBL242569,-,AS39015,-
2014-12-11,Citadel,burgerspendingbusiness.kz,,4,offline,0,Not listed,-, ,01:09:18
2014-12-09,ZeuS,matt001.tk,,4,offline,0,Not listed,-, ,838:59:59
2014-12-06,ZeuS,auto-fx.fr,,4,offline,0,Not listed,-, ,48:18:02
2014-12-03,KINS,rsslessons.su,,4,offline,0,Not listed,-, ,13:05:04
2014-12-02,ZeuS,www.basecinco.com.ar,190.183.59.133,2,online,0,SBL241516,-,AS20207,838:59:59
2014-11-28,ZeuS,sanyai-love.rmu.ac.th,202.29.22.38,2,online,0,SBL241091,-,AS132879,838:59:59
2014-11-27,ZeuS,escoesco.info,104.28.13.63,4,online,0,Not listed,-,AS13335,838:59:59
2014-11-24,ZeuS,03bbec4.netsolhost.com,,3,offline,0,Not listed,-, ,56:19:11
2014-11-24,Citadel,80.65.93.241,80.65.93.241,4,unknown,0,SBL240664,-,AS9146,-
2014-11-24,KINS,10391039.ru,,4,offline,0,Not listed,-, ,04:50:41
2014-11-24,KINS,a1b2c3d4.ru,,4,offline,0,Not listed,-, ,04:56:00
2014-11-21,Citadel,ingenicopads.kz,,4,offline,0,Not listed,-, ,90:05:30
2014-11-21,ZeuS,mccc-investconsultant.com,46.151.54.46,4,online,0,SBL243307,-,AS20485,838:59:59
2014-11-21,ZeuS,ganhedwakar.tk,,4,offline,0,Not listed,-, ,04:50:56
2014-11-21,ZeuS,175.107.192.78,175.107.192.78,4,unknown,0,SBL240463,-,AS9541,-
2014-11-21,ZeuS,160.97.52.229,160.97.52.229,4,unknown,0,SBL240462,-,AS137,-
2014-11-20,ZeuS,hillalala.com,,4,offline,0,Not listed,-, ,838:59:59
2014-11-19,ZeuS,www.rimmugygur.is,194.144.188.70,2,online,0,SBL240338,-,AS12969,838:59:59
2014-11-18,ZeuS,danislenefc.info,186.250.243.100,4,online,0,Not listed,-,AS53221,838:59:59
2014-11-18,Citadel,yahoo-action.com,,4,offline,0,Not listed,-, ,178:31:53
2014-11-16,ZeuS,olhvuelimaldives.com,104.27.185.10,4,online,0,Not listed,-,AS13335,838:59:59
2014-11-16,ZeuS,naijabids.co.uk,,4,offline,0,Not listed,-, ,19:50:52
2014-11-16,ZeuS,neease.com,93.171.205.105,4,online,0,SBL248825,-,AS61214,838:59:59
2014-11-16,KINS,stat1322-toolbarueries-google.ru,,4,offline,0,Not listed,-, ,34:58:55
2014-11-15,ZeuS,stats.lead.mysitehosted.com,198.58.94.118,3,online,0,Not listed,-,AS36351,838:59:59
2014-11-15,ZeuS,championbft.com,104.207.130.93,4,online,0,Not listed,-,AS20473,838:59:59
2014-11-15,ZeuS,193.107.17.145,193.107.17.145,4,unknown,0,SBL180482,-,AS58001,-
2014-11-14,ZeuS,macrshops.eu,,4,offline,0,Not listed,-, ,78:18:41
2014-11-14,ZeuS,193.107.19.244,193.107.19.244,4,unknown,0,SBL180482,-,AS58001,-
2014-11-14,KINS,sslsam.com,78.46.222.241,4,online,0,Not listed,-,AS24940,838:59:59
2014-11-14,ZeuS,solubaba.tk,,4,offline,0,Not listed,-, ,838:59:59
2014-11-12,KINS,vkcfioksjrdt.com,,4,offline,0,Not listed,-, ,132:35:30
2014-11-12,ZeuS,s777shop.ru,,4,offline,0,Not listed,-, ,00:58:44
2014-11-12,ZeuS,mycraft.com.br,,4,offline,0,Not listed,-, ,838:59:59
2014-11-10,Citadel,201.149.83.183,201.149.83.183,4,unknown,0,SBL239380,-,AS14178,-
2014-11-08,ZeuS,64.90.187.131,64.90.187.131,4,unknown,0,SBL239296,-,AS11403,-
2014-11-07,Citadel,81.244.253.245,81.244.253.245,4,unknown,0,SBL239183,-,AS5432,-
2014-11-07,ZeuS,jurneirah.com,,4,offline,0,Not listed,-, ,838:59:59
2014-11-06,ZeuS,kfglkldk.ru,,4,offline,0,Not listed,-, ,23:24:40
2014-11-04,ZeuS,lifestyles.pp.ru,,4,offline,0,Not listed,-, ,838:59:59
2014-11-04,ZeuS,190.123.35.141,190.123.35.141,4,unknown,0,SBL238859,-,AS52284,-
2014-11-04,ZeuS,hyperbolic.tk,,4,offline,0,Not listed,-, ,838:59:59
2014-11-01,ZeuS,uka2ftp.mccc-investconsultant.com,,4,offline,0,Not listed,-, ,49:04:52
2014-11-01,ZeuS,apple-trusted.com,,4,offline,0,Not listed,-, ,03:42:50
2014-11-01,ZeuS,62.14.215.109,62.14.215.109,4,unknown,0,SBL238610,-,AS12715,-
2014-10-31,Citadel,193.85.144.5,193.85.144.5,4,unknown,0,SBL238508,-,AS5588,-
2014-10-31,ZeuS,muazymaur.tk,195.20.40.123,4,online,0,Not listed,-,AS31624,838:59:59
2014-10-30,ZeuS,hotelavalon.org,,4,offline,0,Not listed,-, ,838:59:59
2014-10-30,ZeuS,193.252.53.183,193.252.53.183,4,unknown,0,SBL238350,-,AS3215,-
2014-10-28,ZeuS,interlogistics.com.vn,FastFlux Botnet,5,online,0,Not listed,-, ,838:59:59
2014-10-26,ZeuS,190.123.35.140,190.123.35.140,4,unknown,0,SBL237973,-,AS52284,-
2014-10-17,Citadel,54g35546-5g6hbggffhb.tk,,4,offline,0,Not listed,-, ,838:59:59
2014-10-16,ZeuS,cryptmyexe.pw,,4,offline,0,Not listed,-, ,02:25:12
2014-10-09,ZeuS,capacitacion.inami.gob.mx,187.141.12.161,2,online,0,SBL236684,-,AS8151,838:59:59
2014-10-04,Citadel,legitvendors.ru,,4,offline,0,Not listed,-, ,838:59:59
2014-10-04,ZeuS,193.107.17.55,193.107.17.55,4,unknown,0,SBL180482,-,AS58001,-
2014-10-04,ZeuS,103.26.128.84,103.26.128.84,4,unknown,0,SBL242416,-,AS132663,-
2014-10-01,ZeuS,dominoziele.pw,,4,offline,0,Not listed,-, ,02:18:45
2014-09-30,Citadel,coco-bomgo.ru,,4,offline,0,Not listed,-, ,838:59:59
2014-09-25,ZeuS,huinveu.axfree.com,,3,offline,0,Not listed,-, ,06:11:11
2014-09-23,ZeuS,keertan.org,67.55.46.65,2,online,0,SBL235231,-,AS33139,838:59:59
2014-09-22,ZeuS,www.impm.upel.edu.ve,FastFlux Botnet,5,online,0,Not listed,-, ,838:59:59
2014-09-20,ZeuS,botbuddy.dumpset1.x10host.com,,3,offline,0,Not listed,-, ,838:59:59
2014-09-19,ZeuS,genteatsss.com,,4,offline,0,Not listed,-, ,03:58:04
2014-09-19,Citadel,187.174.252.247,187.174.252.247,4,unknown,0,SBL234830,-,AS8151,-
2014-09-19,Citadel,tyrurtturtturttutytutyt.malpices.biz,,4,offline,0,Not listed,-, ,838:59:59
2014-09-19,Citadel,vantien.vosongkiem.com,189.203.240.47,2,online,0,SBL234823,-,AS64097,838:59:59
2014-09-10,Citadel,bots.configbinbots.info,,4,offline,0,Not listed,-, ,838:59:59
2014-09-10,ZeuS,rfvn.vn,112.78.2.84,2,online,0,SBL223983,-,AS45538,838:59:59
2014-09-10,ZeuS,www.webos.in,,4,offline,0,Not listed,-, ,838:59:59
2014-09-10,ZeuS,creatives.globaltronics.net,98.131.112.1,2,online,0,SBL233938,-,AS32392,838:59:59
2014-09-10,ZeuS,77.228.191.183,77.228.191.183,2,unknown,0,SBL233932,-,AS12357,-
2014-09-10,ZeuS,185.24.234.108,185.24.234.108,4,unknown,0,SBL233929,-,AS30900,-
2014-09-10,ZeuS,116.193.77.118,116.193.77.118,4,unknown,1,SBL236067,-,AS24085,-
2014-09-04,Citadel,103.230.84.239,103.230.84.239,4,unknown,0,SBL233517,-,AS132717,-
2014-09-04,Citadel,wse66www.mallabwork.com,,4,offline,0,Not listed,-, ,149:55:29
2014-09-03,Citadel,movieofgoodies.kz,,4,offline,0,Not listed,-, ,00:00:00
2014-09-03,Citadel,moviepaidinfullsexy.kz,,4,offline,0,Not listed,-, ,02:44:18
2014-09-03,ZeuS,www.ipm.upel.edu.ve,FastFlux Botnet,5,online,0,Not listed,-, ,838:59:59
2014-09-02,Citadel,120.63.157.195,120.63.157.195,4,unknown,0,SBL233280,-,AS17813,-
2014-09-02,Citadel,preapprovedloansoffline.kz,,4,offline,0,Not listed,-, ,30:28:53
2014-09-02,Citadel,canadianonlineagreementservices.kz,,4,offline,0,Not listed,-, ,29:02:42
2014-09-02,ZeuS,juanadearco.com.uy,,4,offline,0,Not listed,-, ,838:59:59
2014-09-02,ZeuS,italianacademyfoundation.org,168.144.247.215,2,online,1,SBL233266,-,AS14166,838:59:59
2014-09-01,ZeuS,fapet.ipb.ac.id,202.124.205.43,2,online,0,SBL233160,-,AS17553,838:59:59
2014-08-24,ZeuS,secufast.bplaced.net,5.9.107.19,3,online,0,Not listed,-,AS24940,838:59:59
2014-08-22,ZeuS,eavgwy5suy.tk,,4,offline,0,Not listed,-, ,838:59:59
2014-08-21,ZeuS,sdhfjksdhfjksdh.biz.ua,,4,offline,0,Not listed,-, ,838:59:59
2014-08-20,Citadel,liveresellerweb.eu,192.210.206.209,4,online,0,Not listed,-,AS36352,838:59:59
2014-08-14,ZeuS,pointhouse.eu,,4,offline,0,Not listed,-, ,26:10:57
2014-08-13,ZeuS,194.15.112.30,194.15.112.30,4,unknown,0,SBL208806,-,AS48031,-
2014-08-13,Citadel,193.107.17.56,193.107.17.56,4,unknown,0,SBL180482,-,AS58001,-
2014-08-12,ZeuS,kw34h-lithi-owo.tk,,4,offline,0,Not listed,-, ,838:59:59
2014-08-09,ZeuS,mm266.bplaced.com,5.9.107.19,3,online,0,Not listed,-,AS24940,838:59:59
2014-08-08,ZeuS,www.vhvn.vn,112.78.3.204,2,online,0,SBL249751,-,AS45538,838:59:59
2014-08-08,ZeuS,www.jx368.com,42.51.138.254,2,online,0,SBL230873,-,AS56005,838:59:59
2014-08-07,ZeuS,www.jung201.tk,,4,offline,0,Not listed,-, ,838:59:59
2014-08-07,Citadel,u8781a21.pw,109.120.161.69,4,online,0,Not listed,-,AS30968,838:59:59
2014-08-06,ZeuS,joyclasses.eu,,4,offline,0,Not listed,-, ,30:14:18
2014-08-06,Ice IX,dlauten.bplaced.net,5.9.107.19,3,online,0,Not listed,-,AS24940,838:59:59
2014-08-05,ZeuS,03a6f57.netsolhost.com,,3,offline,0,Not listed,-, ,200:38:36
2014-08-03,ZeuS,194.15.112.29,194.15.112.29,4,unknown,0,SBL208806,-,AS48031,-
2014-08-03,ZeuS,03a6b7a.netsolhost.com,,3,offline,0,Not listed,-, ,145:19:55
2014-07-28,ZeuS,www.slav.uni-sofia.bg,62.44.116.41,2,online,0,SBL229639,-,AS5421,838:59:59
2014-07-26,Citadel,preapprovedloansonline.kz,,4,offline,0,Not listed,-, ,751:07:20
2014-07-23,KINS,vankapetkavanis4.pw,,4,offline,0,Not listed,-, ,19:04:08
2014-07-22,KINS,up.frigo2000.it,109.120.183.106,4,online,0,Not listed,-,AS60781,838:59:59
2014-07-22,KINS,googlepetkavanis4.pw,,4,offline,0,Not listed,-, ,08:59:35
2014-07-22,Citadel,spamwatchs.info,,4,offline,0,Not listed,-, ,838:59:59
2014-07-20,ZeuS,hhdudgehngod.hj.cx,162.245.220.161,3,online,0,Not listed,-,AS25926,838:59:59
2014-07-20,Citadel,87.236.210.124,87.236.210.124,4,unknown,0,SBL228910,-,AS57230,-
2014-07-18,ZeuS,myfcb.tk,,4,offline,0,Not listed,-, ,838:59:59
2014-07-18,ZeuS,chambercb.tk,,4,offline,0,Not listed,-, ,838:59:59
2014-07-17,ZeuS,bestdove.in.ua,,4,offline,0,Not listed,-, ,838:59:59
2014-07-17,ZeuS,joepussy.tk,,4,offline,0,Not listed,-, ,838:59:59
2014-07-16,KINS,valntooglesakrundigk.pw,,1,offline,0,Not listed,-, ,05:19:28
2014-07-15,Citadel,branchtist.com,,4,offline,0,Not listed,-, ,838:59:59
2014-07-14,ZeuS,bevrifuli.geohats.com,,3,offline,0,Not listed,-, ,794:07:28
2014-07-12,ZeuS,87.236.210.110,87.236.210.110,4,unknown,0,SBL228133,-,AS57230,-
2014-07-09,ZeuS,marshedbfudkkmd.hj.cx,162.245.220.161,3,online,0,Not listed,-,AS25926,838:59:59
